axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note,law,law_note,pred_cpu_s,pred_rss_mb,decides
MathExtras.RS62Ladder.lr_lx_ub_004._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_004,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_005._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_005,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_006._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_006,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_007._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_007,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_008._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_008,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_009._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_009,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_010._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_010,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_011._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_011,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_012._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_012,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_013._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_013,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_014._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_014,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_015._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_015,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_016._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_016,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_017._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_017,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_018._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_018,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_019._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_019,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_020._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_020,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_021._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_021,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_022._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_022,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_023._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_023,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_024._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_024,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_025._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_025,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_026._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_026,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_027._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_027,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_028._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_028,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_029._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_029,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_030._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_030,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_031._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_031,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_032._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_032,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_033._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_033,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_034._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_034,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_035._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_035,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_036._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_036,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_037._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_037,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_038._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_038,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_039._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_039,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_040._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_040,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_041._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_041,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_042._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_042,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_043._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_043,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_044._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_044,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_045._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_045,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_046._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_046,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_047._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_047,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_048._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_048,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_049._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_049,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_050._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_050,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_051._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_051,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_052._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_ub_052,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
